Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-7-24,17,13,9,11,9,7,88,77,53,1014,1012,1011,19.0,11.0,6.0,48,24,63.0,1.02,6.0,Rain,351<br />
2014-7-25,14,12,10,10,7,5,88,73,59,1020,1014,1010,26.0,12.0,8.0,37,21,,7.87,5.0,Rain,297<br />
2014-7-26,16,11,7,12,9,5,94,81,67,1025,1020,1018,26.0,11.0,3.0,35,16,,9.91,6.0,Rain,331<br />
2014-7-27,17,13,11,12,11,9,94,86,72,1033,1029,1025,31.0,13.0,9.0,14,10,,0.25,6.0,Rain,347<br />
2014-7-28,20,15,10,13,11,9,94,77,40,1033,1031,1029,26.0,15.0,6.0,19,8,,0.0,5.0,,230<br />
2014-7-29,18,12,7,13,10,6,100,85,62,1029,1026,1022,31.0,9.0,0.0,26,10,,0.0,2.0,Fog,142<br />
2014-7-30,18,13,8,13,12,8,95,84,58,1021,1019,1018,31.0,17.0,0.0,16,8,,0.0,,Fog,198<br />
2014-7-31,21,14,9,14,12,9,94,84,64,1019,1017,1016,19.0,10.0,2.0,19,10,,0.0,1.0,Fog,203<br />
2014-8-1,18,14,10,12,11,9,94,84,54,1020,1017,1015,26.0,11.0,3.0,13,6,,0.0,2.0,,340<br />
2014-8-2,16,13,9,12,11,10,94,78,63,1018,1017,1015,26.0,11.0,6.0,34,18,,0.0,6.0,,357<br />
2014-8-3,19,16,13,12,11,9,82,74,57,1020,1018,1017,19.0,12.0,10.0,35,19,,0.0,6.0,,344<br />
2014-8-4,16,13,11,12,11,9,94,82,68,1019,1017,1016,26.0,11.0,3.0,29,14,,18.03,6.0,Rain,358<br />
2014-8-5,17,13,11,12,9,6,94,77,59,1021,1019,1017,19.0,12.0,10.0,26,16,,0.51,5.0,Rain,318<br />
2014-8-6,16,13,10,11,9,8,94,78,57,1025,1021,1020,26.0,12.0,9.0,29,18,,0.0,6.0,Rain,351<br />
2014-8-7,18,12,6,11,9,6,100,77,48,1026,1024,1022,31.0,12.0,3.0,32,13,,0.0,1.0,Fog,169<br />
2014-8-8,23,15,7,14,10,6,94,70,41,1021,1019,1017,26.0,21.0,16.0,13,10,,0.0,,,213<br />
2014-8-9,21,16,11,15,13,11,94,80,57,1024,1021,1020,19.0,11.0,5.0,23,11,,0.0,1.0,,215<br />
2014-8-10,24,18,12,14,13,11,94,72,38,1022,1020,1018,31.0,16.0,6.0,14,6,,0.0,,,211<br />
2014-8-11,17,14,12,13,12,10,94,83,74,1021,1019,1017,19.0,10.0,6.0,23,10,,0.0,6.0,Fog,341<br />
2014-8-12,20,17,13,14,12,12,94,81,61,1019,1015,1011,26.0,8.0,4.0,19,11,,0.0,6.0,Fog,178<br />
2014-8-13,18,14,12,13,12,11,88,78,61,1020,1015,1013,26.0,11.0,6.0,47,27,64.0,6.1,6.0,Rain,345<br />
2014-8-14,18,14,12,13,12,11,94,81,60,1027,1024,1020,19.0,11.0,1.0,26,13,,2.03,4.0,Fog-Rain,160<br />
2014-8-15,18,15,12,12,11,10,94,75,54,1030,1029,1027,31.0,11.0,10.0,32,16,,0.0,2.0,,181<br />
2014-8-16,22,17,11,14,12,9,88,74,38,1029,1025,1021,19.0,16.0,10.0,16,11,,0.0,,,215<br />
2014-8-17,29,19,9,15,11,8,94,68,23,1020,1014,1009,26.0,21.0,19.0,19,6,,0.0,,,163<br />
2014-8-18,20,17,13,13,11,8,88,70,35,1014,1011,1009,31.0,14.0,10.0,39,19,,0.0,2.0,,337<br />
2014-8-19,17,16,13,12,11,10,88,73,56,1015,1014,1012,19.0,12.0,10.0,40,26,53.0,0.0,5.0,Rain,338<br />
2014-8-20,16,13,10,12,9,6,88,76,57,1018,1016,1014,19.0,11.0,3.0,35,19,45.0,17.02,5.0,Rain,329<br />
2014-8-21,16,12,9,11,8,5,94,69,41,1021,1018,1016,31.0,13.0,10.0,35,21,,1.02,5.0,Rain,306<br />
2014-8-22,17,13,10,12,9,6,94,79,52,1025,1023,1021,19.0,9.0,1.0,13,8,,0.0,4.0,,183<br />
2014-8-23,17,11,6,7,6,4,82,65,38,1024,1023,1022,19.0,13.0,10.0,29,13,,0.0,2.0,,163<br />
2014-8-24,22,12,3,9,6,2,87,63,26,1022,1020,1016,31.0,23.0,19.0,26,11,,0.0,,,135<br />
2014-8-25,22,15,8,12,8,1,94,64,30,1019,1014,1011,31.0,14.0,7.0,45,16,,7.11,5.0,Rain,329<br />
2014-8-26,18,14,12,12,11,10,88,80,55,1019,1017,1014,26.0,11.0,9.0,27,16,,1.02,6.0,Rain,331<br />
2014-8-27,18,14,11,12,9,5,94,74,48,1013,1012,1010,26.0,11.0,3.0,34,21,50.0,9.91,5.0,Rain,309<br />
2014-8-28,13,10,7,7,4,-2,81,62,28,1027,1017,1011,26.0,12.0,6.0,39,21,53.0,1.02,5.0,Rain,268<br />
2014-8-29,16,11,6,8,6,4,93,70,37,1033,1031,1027,31.0,14.0,10.0,32,16,,0.0,3.0,Rain,89<br />
2014-8-30,21,12,4,9,7,3,87,63,30,1032,1028,1025,26.0,24.0,19.0,19,10,,0.0,,,202<br />
2014-8-31,26,16,6,12,8,5,93,64,21,1025,1023,1021,26.0,23.0,19.0,14,6,,0.0,,,182<br />
2014-9-1,30,19,8,11,7,2,94,56,10,1021,1019,1018,26.0,26.0,26.0,14,5,,0.0,,,75<br />
2014-9-2,29,19,10,11,6,0,72,42,19,1018,1017,1015,31.0,31.0,31.0,24,10,,0.0,,,344<br />
2014-9-3,18,13,9,12,11,7,94,74,0,1022,1020,1018,31.0,15.0,1.0,29,13,,0.0,2.0,Fog,148<br />
2014-9-4,28,19,11,14,11,9,86,57,29,1020,1016,1013,19.0,19.0,19.0,26,13,,0.0,,,140<br />
2014-9-5,18,16,13,13,11,7,88,70,47,1022,1019,1015,31.0,15.0,10.0,29,18,,0.0,5.0,,329<br />
2014-9-6,18,14,10,14,11,9,94,82,55,1023,1022,1020,19.0,11.0,3.0,21,11,,0.51,4.0,Rain,352<br />
2014-9-7,20,14,8,13,10,7,100,78,43,1025,1022,1020,19.0,9.0,0.0,24,8,,0.0,2.0,Fog,338<br />
2014-9-8,19,15,11,12,11,10,94,75,52,1025,1023,1019,26.0,14.0,10.0,29,18,,0.0,1.0,,175<br />
2014-9-9,22,16,11,13,11,9,82,69,42,1019,1016,1015,31.0,14.0,10.0,35,21,,0.0,1.0,,160<br />
2014-9-10,18,15,12,11,10,9,82,71,54,1019,1017,1016,31.0,13.0,10.0,37,26,,0.0,3.0,,162<br />
2014-9-11,18,16,13,12,11,9,88,74,59,1021,1017,1015,31.0,12.0,10.0,34,24,,0.0,2.0,,172<br />
2014-9-12,18,14,10,9,7,4,82,60,30,1023,1022,1021,31.0,15.0,10.0,19,13,,0.0,3.0,,264<br />
2014-9-13,19,13,7,12,9,6,93,75,48,1021,1020,1018,31.0,16.0,10.0,21,8,,0.0,1.0,,155<br />
2014-9-14,20,16,12,12,11,10,88,73,52,1019,1016,1014,26.0,20.0,10.0,23,13,,0.0,2.0,,233<br />
2014-9-15,19,15,11,12,11,9,88,75,53,1021,1019,1018,19.0,12.0,10.0,27,18,,0.0,4.0,,343<br />
2014-9-16,23,17,12,13,12,11,94,71,38,1018,1014,1009,31.0,25.0,10.0,27,11,,0.0,1.0,,195<br />
2014-9-17,19,16,13,14,12,10,89,79,67,1011,1009,1008,19.0,12.0,8.0,37,18,,4.06,5.0,Rain,326<br />
2014-9-18,14,12,10,11,8,6,88,71,53,1024,1015,1007,26.0,13.0,10.0,40,24,58.0,4.06,5.0,Rain,281<br />
2014-9-19,16,12,8,11,7,4,82,70,53,1030,1027,1024,31.0,14.0,10.0,24,11,,1.02,4.0,Rain,228<br />
2014-9-20,17,11,4,9,6,3,93,67,38,1030,1026,1024,31.0,22.0,10.0,35,13,,0.0,1.0,,172<br />
2014-9-21,24,17,9,13,9,6,77,59,31,1023,1019,1015,31.0,28.0,19.0,27,18,,0.0,,,189<br />
2014-9-22,28,19,11,13,11,6,82,65,17,1015,1012,1010,26.0,17.0,10.0,29,13,,0.0,1.0,,258<br />
2014-9-23,19,16,13,11,10,8,88,69,47,1017,1015,1013,19.0,12.0,10.0,37,21,,0.0,4.0,,341<br />
2014-9-24,19,16,13,13,11,9,88,73,45,1019,1017,1016,26.0,13.0,10.0,37,24,,0.0,5.0,,341<br />
2014-9-25,19,16,13,13,11,10,94,76,53,1021,1019,1018,31.0,13.0,10.0,24,14,,0.0,5.0,,345<br />
2014-9-26,17,14,11,10,8,3,88,68,35,1024,1020,1017,31.0,13.0,5.0,24,18,,0.25,5.0,Rain-Snow,184<br />
2014-9-27,17,12,7,10,7,4,88,67,45,1028,1026,1024,26.0,13.0,8.0,37,14,,2.03,3.0,Rain,177<br />
2014-9-28,21,13,6,9,7,4,87,65,29,1025,1021,1017,26.0,17.0,10.0,24,8,,0.0,1.0,,158<br />
2014-9-29,18,13,8,11,9,6,88,75,48,1022,1019,1017,31.0,16.0,10.0,26,13,,5.08,3.0,Rain,342<br />
2014-9-30,19,13,6,14,11,5,94,80,57,1026,1024,1021,26.0,13.0,0.0,29,10,,0.0,4.0,Fog,100<br />
2014-10-1,23,17,11,14,12,5,93,72,40,1026,1024,1022,31.0,13.0,0.0,32,14,,0.0,3.0,Fog,168<br />
2014-10-2,26,19,11,13,10,8,82,58,26,1025,1021,1018,31.0,27.0,10.0,32,14,,0.0,1.0,,168<br />
2014-10-3,23,18,13,13,11,8,72,59,35,1023,1022,1020,31.0,17.0,10.0,37,21,,0.0,1.0,,174<br />
2014-10-4,27,18,9,13,11,8,82,58,24,1023,1020,1018,26.0,17.0,2.0,35,18,,0.0,,,205<br />
2014-10-5,29,20,10,15,13,9,94,69,28,1018,1016,1014,31.0,22.0,19.0,19,10,,0.0,,,180<br />
2014-10-6,33,22,12,15,13,10,94,72,19,1016,1013,1011,31.0,14.0,10.0,37,10,,0.0,4.0,,344<br />
2014-10-7,21,17,13,13,12,9,88,71,38,1017,1016,1015,31.0,13.0,10.0,16,10,,2.03,6.0,,306<br />
2014-10-8,17,13,9,12,8,3,94,69,27,1020,1017,1015,31.0,13.0,7.0,35,13,47.0,2.03,5.0,Rain,169<br />
2014-10-9,16,11,6,8,7,4,87,71,39,1025,1021,1002,26.0,13.0,10.0,23,8,,0.0,4.0,Rain,179<br />
2014-10-10,24,16,8,12,10,7,88,62,32,1024,1020,1016,26.0,12.0,10.0,32,16,,0.0,1.0,,160<br />
2014-10-11,24,17,9,14,12,9,88,66,38,1019,1015,1014,26.0,14.0,10.0,26,14,,0.0,1.0,,211<br />
2014-10-12,22,17,11,15,12,9,94,71,52,1022,1020,1018,26.0,14.0,8.0,39,19,,0.0,1.0,,174<br />
2014-10-13,28,21,14,14,11,9,72,54,37,1022,1019,1014,26.0,16.0,10.0,34,23,,0.0,1.0,,159<br />
2014-10-14,26,19,12,15,13,11,88,67,33,1017,1013,1011,26.0,15.0,10.0,34,14,,0.0,3.0,,203<br />
2014-10-15,22,19,16,15,13,12,88,76,50,1020,1019,1017,26.0,12.0,10.0,29,19,,0.0,3.0,,176<br />
2014-10-16,21,17,13,13,11,6,88,69,47,1026,1021,1018,31.0,13.0,10.0,45,21,,0.25,4.0,Rain,163<br />
2014-10-17,26,16,6,11,7,3,87,50,17,1025,1022,1019,19.0,19.0,19.0,27,14,,0.0,,,180<br />
2014-10-18,29,19,10,14,8,5,82,55,15,1019,1016,1015,,,,26,8,,0.0,,,151<br />
2014-10-19,28,21,13,14,12,8,88,58,28,1016,1014,1012,26.0,13.0,10.0,45,24,,0.0,1.0,,170<br />
2014-10-20,28,21,13,14,12,10,77,56,27,1016,1014,1013,31.0,29.0,26.0,29,16,,0.0,,,181<br />
2014-10-21,25,19,14,15,13,11,94,70,48,1017,1016,1014,26.0,17.0,4.0,26,13,,0.0,4.0,Fog,242<br />
2014-10-22,23,18,12,15,13,12,94,81,54,1017,1015,1014,19.0,8.0,0.0,23,10,,0.0,4.0,Fog,301<br />
2014-10-23,24,19,15,16,14,13,94,76,49,1018,1016,1015,31.0,12.0,6.0,42,14,,0.0,5.0,,156<br />
2014-10-24,26,21,17,14,13,12,77,63,41,1017,1016,1015,31.0,15.0,10.0,45,32,,0.0,1.0,,172<br />
2014-10-25,28,22,16,15,12,10,73,56,33,1018,1016,1015,31.0,13.0,10.0,45,32,,0.0,1.0,,136<br />
2014-10-26,28,21,15,14,12,10,77,57,30,1017,1014,1012,31.0,22.0,19.0,24,14,,0.0,,,219<br />
2014-10-27,24,18,13,15,13,11,94,77,53,1014,1012,1009,26.0,16.0,10.0,27,11,,0.0,2.0,Rain,204<br />
2014-10-28,27,20,13,16,14,13,94,72,43,1014,1011,1008,26.0,14.0,8.0,26,18,,0.0,1.0,,224<br />
2014-10-29,24,19,14,16,14,13,94,76,49,1015,1012,1009,19.0,11.0,4.0,39,18,61.0,0.0,6.0,,320<br />
2014-10-30,19,16,12,15,10,5,94,67,30,1023,1020,1015,31.0,13.0,4.0,34,19,,0.51,4.0,Rain,206<br />
2014-10-31,25,18,11,9,7,4,63,45,22,1022,1017,1013,31.0,25.0,11.0,39,26,,0.0,,,133<br />
2014-11-1,27,18,9,13,10,7,77,55,29,1013,1011,1009,31.0,18.0,10.0,37,13,,0.0,1.0,,161<br />
2014-11-2,28,22,15,16,13,11,77,59,35,1013,1011,1009,31.0,20.0,10.0,29,19,,0.0,1.0,,190<br />
2014-11-3,19,17,15,15,13,12,88,80,66,1016,1014,1011,26.0,12.0,6.0,26,14,,4.06,5.0,Rain,335<br />
2014-11-4,22,18,14,15,13,12,94,81,55,1025,1019,1014,26.0,11.0,4.0,23,14,,0.76,6.0,Rain,337<br />
2014-11-5,22,19,16,14,13,12,89,70,46,1026,1024,1022,31.0,14.0,10.0,35,14,,0.0,4.0,,173<br />
2014-11-6,26,19,13,15,13,11,88,65,38,1022,1019,1017,31.0,28.0,26.0,29,18,,0.0,,,206<br />
2014-11-7,31,23,16,14,13,11,77,55,27,1017,1013,1011,31.0,29.0,26.0,23,13,,0.0,,,197<br />
2014-11-8,21,18,14,14,14,13,94,78,58,1012,1011,1010,31.0,14.0,10.0,39,19,,0.0,2.0,,325<br />
2014-11-9,24,18,13,15,13,11,88,69,47,1012,1011,1010,31.0,12.0,1.0,40,14,,0.0,3.0,Fog,180<br />
2014-11-10,25,19,14,14,13,10,77,59,42,1013,1011,1010,31.0,14.0,10.0,47,24,,0.0,1.0,,123<br />
2014-11-11,24,19,14,13,12,10,82,62,40,1013,1011,1009,26.0,14.0,10.0,21,10,,0.0,4.0,,194<br />
2014-11-12,23,18,13,15,13,11,94,72,48,1010,1007,1004,31.0,13.0,7.0,53,21,72.0,2.03,4.0,Rain,324<br />
2014-11-13,21,17,14,14,11,8,88,64,37,1018,1015,1010,26.0,12.0,10.0,34,13,,0.0,3.0,Rain,288<br />
2014-11-14,21,16,11,11,9,6,88,68,41,1021,1016,1013,31.0,13.0,10.0,45,18,,4.06,4.0,Rain,315<br />
2014-11-15,18,13,7,9,7,5,87,60,33,1030,1026,1020,31.0,13.0,8.0,35,16,,0.0,3.0,Rain,183<br />
2014-11-16,20,14,9,9,8,6,82,59,30,1030,1028,1026,31.0,14.0,10.0,47,21,,0.0,2.0,,153<br />
2014-11-17,24,19,14,11,9,7,68,51,29,1027,1024,1022,31.0,20.0,10.0,45,34,,0.0,1.0,,163<br />
2014-11-18,26,20,15,12,10,8,72,54,31,1024,1021,1019,31.0,25.0,10.0,45,34,,0.0,1.0,,178<br />
2014-11-19,23,19,15,13,12,9,77,61,44,1020,1017,1016,31.0,25.0,10.0,55,34,,0.0,1.0,,168<br />
2014-11-20,22,19,16,14,12,9,77,63,42,1018,1017,1016,31.0,14.0,10.0,52,34,,0.0,4.0,,166<br />
2014-11-21,24,20,15,14,12,9,73,58,35,1017,1015,1014,31.0,14.0,10.0,45,31,61.0,0.0,1.0,,0<br />
2014-11-22,26,21,16,15,13,11,78,61,37,1014,1011,1010,31.0,20.0,10.0,35,27,47.0,0.0,1.0,,214<br />
2014-11-23,24,18,12,17,14,11,88,75,46,1019,1015,1012,31.0,14.0,8.0,35,16,,0.0,4.0,,227<br />
2014-11-24,25,20,16,16,14,11,88,67,49,1018,1017,1015,31.0,14.0,10.0,29,19,,0.0,1.0,,198<br />
2014-11-25,31,23,16,16,13,10,72,51,25,1016,1012,1008,31.0,25.0,19.0,32,13,,0.0,,,186<br />
2014-11-26,24,21,17,16,14,12,94,67,43,1011,1009,1005,26.0,13.0,6.0,45,26,63.0,4.06,5.0,Rain,313<br />
2014-11-27,22,19,15,16,14,12,94,74,47,1017,1013,1009,26.0,12.0,6.0,27,21,48.0,0.0,5.0,Rain,286<br />
2014-11-28,24,19,14,15,13,12,94,70,38,1019,1017,1016,26.0,13.0,6.0,29,11,,0.0,3.0,,181<br />
2014-11-29,26,21,16,15,14,13,82,63,34,1018,1016,1015,31.0,24.0,10.0,24,18,,0.0,1.0,,208<br />
2014-11-30,30,22,14,16,13,9,88,62,18,1018,1016,1014,31.0,20.0,10.0,27,13,,0.0,1.0,,250<br />
2014-12-1,24,21,17,16,14,11,88,67,43,1018,1017,1015,31.0,14.0,10.0,47,26,,0.0,2.0,,175<br />
2014-12-2,24,21,17,14,13,12,73,63,41,1017,1014,1011,31.0,14.0,10.0,55,43,76.0,0.0,2.0,,152<br />
2014-12-3,27,22,16,14,12,11,72,58,34,1015,1012,1010,31.0,14.0,10.0,42,24,,0.0,1.0,,133<br />
2014-12-4,24,19,14,14,13,11,77,66,43,1020,1016,1013,31.0,13.0,10.0,48,21,,0.0,1.0,,175<br />
2014-12-5,26,21,16,14,12,11,77,57,37,1019,1017,1016,31.0,14.0,10.0,37,27,,0.0,1.0,,173<br />
2014-12-6,27,22,16,15,13,11,72,58,35,1016,1014,1011,31.0,29.0,26.0,32,23,,0.0,,,206<br />
2014-12-7,31,23,17,16,14,13,83,62,33,1012,1010,1009,31.0,27.0,19.0,27,18,40.0,0.0,,,216<br />
2014-12-8,28,21,14,16,14,12,88,69,38,1011,1010,1008,31.0,13.0,6.0,27,13,,0.0,2.0,Fog,279<br />
2014-12-9,27,21,14,16,14,13,94,70,41,1017,1014,1011,31.0,11.0,4.0,35,19,,0.0,6.0,Fog,281<br />
2014-12-10,24,21,17,14,14,13,77,64,43,1017,1015,1014,31.0,12.0,10.0,50,29,,0.0,1.0,,172<br />
2014-12-11,24,20,16,15,14,13,88,68,46,1015,1013,1012,31.0,13.0,10.0,35,23,,0.0,1.0,,199<br />
2014-12-12,23,19,15,15,11,8,88,60,30,1020,1017,1014,31.0,14.0,6.0,40,18,,0.76,3.0,Rain,175<br />
2014-12-13,26,20,14,13,11,8,77,55,30,1019,1015,1014,31.0,23.0,10.0,47,26,,0.0,,,183<br />
2014-12-14,24,20,16,14,12,9,77,60,34,1019,1016,1014,26.0,14.0,10.0,40,31,,0.0,1.0,,175<br />
2014-12-15,23,19,16,13,12,10,77,57,39,1020,1018,1017,19.0,11.0,10.0,52,32,,0.0,1.0,,160<br />
2014-12-16,24,20,16,14,13,10,77,61,44,1020,1019,1017,19.0,13.0,10.0,53,34,71.0,0.0,1.0,,171<br />
2014-12-17,26,21,16,16,14,12,83,66,40,1018,1015,1013,31.0,19.0,10.0,40,27,,0.0,3.0,,186<br />
2014-12-18,25,20,16,16,14,12,83,64,44,1017,1014,1013,31.0,14.0,10.0,37,24,,0.0,2.0,,175<br />
2014-12-19,24,20,16,14,11,9,82,57,37,1019,1016,1014,31.0,14.0,10.0,26,16,,0.0,3.0,,187<br />
2014-12-20,24,20,16,12,10,8,68,53,32,1019,1017,1016,26.0,12.0,10.0,27,10,,0.0,5.0,,177<br />
2014-12-21,24,19,15,15,12,9,83,58,38,1018,1016,1015,31.0,12.0,10.0,19,11,34.0,0.0,5.0,Rain,235<br />
2014-12-22,26,21,17,16,13,12,88,62,36,1017,1016,1014,26.0,12.0,10.0,27,11,,0.0,3.0,,183<br />
2014-12-23,24,21,18,16,14,13,73,64,49,1017,1015,1014,26.0,12.0,10.0,29,13,,0.0,5.0,,271<br />
2014-12-24,25,20,14,16,14,11,88,69,43,1017,1015,1013,31.0,13.0,10.0,27,10,,0.0,2.0,,313<br />
2014-12-25,22,20,18,17,15,12,88,73,53,1016,1013,1011,26.0,12.0,3.0,39,18,58.0,2.03,6.0,Rain,308<br />
2014-12-26,24,19,14,13,11,10,77,58,42,1016,1014,1011,31.0,14.0,10.0,50,21,,0.0,2.0,,172<br />
2014-12-27,24,20,15,15,13,10,77,61,44,1014,1012,1010,31.0,15.0,10.0,48,27,,0.0,1.0,,163<br />
2014-12-28,28,21,15,15,14,12,82,57,33,1015,1014,1013,31.0,13.0,10.0,35,26,,0.0,1.0,,169<br />
2014-12-29,29,24,18,17,15,14,78,59,36,1016,1015,1014,31.0,14.0,10.0,34,19,,0.0,1.0,,183<br />
2014-12-30,27,23,19,17,16,15,78,60,44,1015,1014,1012,31.0,15.0,10.0,42,31,48.0,0.0,1.0,,165<br />
2014-12-31,32,26,19,18,16,15,73,55,29,1012,1009,1007,31.0,12.0,10.0,34,19,,0.0,1.0,,171<br />
