Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-8-9,29,22,15,17,14,11,100,66,33,1011,1010,1009,10,10,10,21,10,32,0.00,3,,347<br />
2014-8-10,28,23,18,17,16,15,83,65,45,1012,1011,1010,10,10,10,32,10,35,0.00,6,Rain,298<br />
2014-8-11,29,22,16,16,14,12,94,63,37,1014,1013,1012,10,10,10,14,8,,0.00,4,Fog,7<br />
2014-8-12,31,23,17,17,15,13,88,59,33,1013,1012,1010,10,10,10,21,8,32,0.00,6,,162<br />
2014-8-13,24,20,16,19,16,12,100,75,60,1014,1010,1008,10,9,5,26,11,,0.00,7,Rain,234<br />
2014-8-14,25,18,12,17,13,10,100,69,41,1016,1013,1007,10,9,6,18,10,32,0.00,6,Rain-Thunderstorm,162<br />
2014-8-15,26,21,16,20,18,15,100,85,61,1007,1006,1004,10,10,6,29,14,32,0.00,6,Rain-Thunderstorm,229<br />
2014-8-16,23,18,13,15,13,10,100,77,46,1007,1006,1005,10,9,1,14,11,,0.00,5,Fog,274<br />
2014-8-17,21,16,11,15,13,10,94,82,60,1005,1005,1004,10,10,6,26,6,50,0.00,6,Rain-Thunderstorm,231<br />
2014-8-18,23,18,13,14,12,10,100,75,46,1013,1010,1005,10,10,9,18,14,,0.00,5,,252<br />
2014-8-19,25,18,11,13,11,8,100,63,36,1016,1015,1013,10,9,9,18,5,43,0.00,3,Fog,181<br />
2014-8-20,27,19,12,13,11,10,88,56,34,1016,1015,1014,,,,21,6,35,0.00,,,186<br />
2014-8-21,27,22,16,13,12,9,77,54,34,1014,1013,1013,10,10,10,14,8,32,0.00,7,Rain,245<br />
2014-8-22,23,17,10,16,13,9,94,80,53,1014,1010,1007,10,10,8,32,14,40,0.00,6,Rain,204<br />
2014-8-23,21,13,6,10,8,6,100,70,40,1017,1016,1014,10,10,9,18,10,,0.00,6,,276<br />
2014-8-24,23,17,11,10,8,5,88,59,33,1018,1017,1016,,,,14,6,32,0.00,,,154<br />
2014-8-25,17,14,13,15,11,8,100,76,59,1016,1009,1005,10,9,5,26,18,40,0.00,7,Rain,121<br />
2014-8-26,19,16,12,10,8,4,88,65,42,1010,1008,1005,10,10,10,35,24,55,0.00,6,Rain,208<br />
2014-8-27,15,13,11,12,10,8,100,88,72,1010,1005,1003,10,9,4,14,11,,0.00,7,Rain,187<br />
2014-8-28,18,13,9,13,10,8,100,84,59,1004,1004,1003,10,9,2,21,11,26,0.00,5,Rain,195<br />
2014-8-29,18,14,10,12,11,8,100,85,63,1008,1005,1003,10,10,6,21,11,,0.00,7,Rain,258<br />
2014-8-30,15,11,8,11,9,7,100,88,72,1014,1011,1008,10,10,9,26,13,,0.00,5,Rain,257<br />
2014-8-31,14,10,7,10,9,7,100,87,67,1020,1018,1015,10,7,1,14,10,,0.00,7,,271<br />
2014-9-1,16,12,8,12,10,7,100,84,68,1022,1021,1019,10,10,9,21,13,,0.00,6,Rain,82<br />
2014-9-2,18,14,12,14,12,10,100,90,72,1020,1018,1016,10,9,1,18,13,,0.00,7,Fog-Rain,286<br />
2014-9-3,13,11,10,11,9,6,94,83,67,1026,1024,1020,10,10,10,26,18,35,0.00,7,,314<br />
2014-9-4,19,13,7,11,8,6,100,76,49,1027,1026,1025,10,10,9,21,11,32,0.00,5,,308<br />
2014-9-5,22,16,9,13,11,8,100,81,50,1025,1024,1021,10,9,3,14,8,,0.00,6,,283<br />
2014-9-6,20,13,7,13,11,7,100,79,56,1021,1020,1019,10,9,9,18,8,,0.00,3,Fog,294<br />
2014-9-7,21,14,9,12,10,8,100,74,46,1020,1019,1019,10,8,6,21,5,,0.00,4,Fog,326<br />
2014-9-8,20,14,9,13,11,8,100,80,56,1022,1021,1020,10,10,9,18,6,,0.00,5,,70<br />
2014-9-9,20,16,11,12,11,9,100,79,56,1022,1021,1020,10,9,8,14,13,,0.00,6,,96<br />
2014-9-10,20,14,8,11,8,7,100,72,43,1024,1022,1021,9,7,6,18,10,32,0.00,5,,98<br />
2014-9-11,23,17,11,13,11,9,100,71,41,1028,1026,1024,9,6,5,11,8,29,0.00,5,,124<br />
2014-9-12,23,16,9,11,9,8,100,67,41,1028,1027,1025,9,7,5,11,3,,0.00,3,,196<br />
2014-9-13,23,17,10,13,10,7,100,72,38,1025,1023,1021,10,7,5,26,6,35,0.00,6,Rain,265<br />
2014-9-14,12,10,8,11,8,7,100,96,87,1025,1023,1021,10,8,5,21,16,,0.00,7,,323<br />
2014-9-15,15,11,7,8,6,3,100,76,45,1026,1025,1024,10,8,6,21,14,,0.00,7,,344<br />
2014-9-16,15,10,6,7,4,2,100,70,42,1027,1025,1024,9,8,7,21,11,,0.00,0,,344<br />
2014-9-17,13,8,3,4,3,2,93,72,47,1029,1028,1027,10,10,9,18,8,43,0.00,6,,349<br />
2014-9-18,14,9,5,5,4,2,87,71,48,1030,1029,1028,10,10,7,11,5,,0.00,5,,102<br />
2014-9-19,20,12,4,8,6,3,93,70,43,1029,1027,1025,10,7,5,18,8,,0.00,4,,225<br />
2014-9-20,20,12,5,7,6,4,93,66,37,1026,1024,1022,9,7,5,18,6,,0.00,1,,194<br />
2014-9-21,19,11,4,6,3,0,100,62,28,1022,1019,1016,9,5,3,21,5,40,0.00,2,Fog,177<br />
2014-9-22,19,11,4,5,3,0,93,57,30,1016,1014,1011,9,8,7,26,6,40,0.00,1,,162<br />
2014-9-23,17,12,8,8,3,0,67,49,37,1011,1006,1001,10,10,9,29,18,47,0.00,5,Rain,144<br />
2014-9-24,13,8,4,9,7,3,100,85,63,1011,1004,1000,10,9,5,29,16,40,0.00,8,Rain,187<br />
2014-9-25,8,6,4,6,4,3,100,93,87,1014,1013,1011,10,10,5,21,16,32,0.00,7,Rain,345<br />
2014-9-26,15,8,1,8,5,1,100,84,59,1017,1016,1014,9,6,5,14,5,,0.00,5,Fog,222<br />
2014-9-27,14,8,3,9,6,3,100,87,63,1017,1014,1011,10,7,0,29,13,47,0.00,7,Fog-Rain,215<br />
2014-9-28,15,9,4,9,6,4,100,81,48,1016,1014,1012,10,10,6,29,16,,0.00,6,,246<br />
2014-9-29,14,11,9,9,8,6,94,83,67,1016,1015,1014,10,10,10,26,19,,0.00,7,Rain,243<br />
2014-9-30,12,9,7,11,8,4,100,86,58,1013,1010,1006,10,9,3,32,19,47,0.00,6,Rain,265<br />
2014-10-1,11,7,4,10,1,-3,94,73,57,1027,1019,1007,10,10,3,32,23,50,0.00,6,Rain,319<br />
2014-10-2,9,4,0,5,0,-3,93,70,46,1030,1026,1013,10,10,9,29,19,43,0.00,4,,295<br />
2014-10-3,9,4,0,5,2,-1,93,83,71,1028,1026,1022,10,10,10,29,16,47,0.00,7,Rain,282<br />
2014-10-4,10,7,3,5,3,-1,93,77,54,1026,1023,1021,10,10,8,21,18,35,0.00,5,,329<br />
2014-10-5,5,4,3,4,2,0,100,91,81,1034,1029,1026,10,9,5,21,14,,0.00,7,Rain,29<br />
2014-10-6,8,4,0,4,2,-1,100,85,66,1041,1038,1035,10,10,10,14,8,,0.00,6,,16<br />
2014-10-7,6,1,-3,1,-2,-4,100,82,61,1041,1040,1037,10,9,5,18,5,,0.00,4,,326<br />
2014-10-8,9,1,-6,0,-2,-7,100,74,46,1037,1034,1028,9,5,2,14,5,29,0.00,2,,189<br />
2014-10-9,11,7,3,4,0,-2,76,62,44,1028,1024,1020,10,9,8,21,16,35,0.00,8,Rain,190<br />
2014-10-10,15,11,8,8,5,2,87,67,59,1020,1018,1015,10,9,6,29,16,35,0.00,7,Rain,202<br />
2014-10-11,18,14,10,12,9,6,100,73,56,1018,1016,1014,10,8,4,29,21,47,0.00,6,Rain,232<br />
2014-10-12,13,10,7,11,9,7,100,94,82,1019,1017,1013,9,3,0,14,5,,0.00,7,Fog-Rain,115<br />
2014-10-13,16,13,10,11,9,6,100,82,63,1014,1011,1010,10,6,1,32,14,35,0.00,7,Fog-Rain,238<br />
2014-10-14,10,8,6,7,6,4,93,81,71,1017,1015,1012,10,10,9,14,8,,0.00,6,Rain,76<br />
2014-10-15,8,7,6,8,7,6,100,97,93,1012,1007,1005,10,5,1,21,16,,0.00,7,Fog-Rain,83<br />
2014-10-16,6,3,1,6,3,1,100,98,93,1008,1006,1005,10,6,1,26,21,,0.00,8,Fog-Rain,58<br />
2014-10-17,1,0,-1,1,-1,-3,100,95,86,1008,1005,1004,10,8,5,26,16,,0.00,8,Rain-Snow,8<br />
2014-10-18,-2,-3,-4,-3,-5,-8,93,82,74,1021,1013,1008,10,10,8,29,19,47,0.00,7,Snow,329<br />
2014-10-19,2,-4,-9,-3,-8,-11,93,69,44,1023,1020,1012,10,4,1,26,13,,0.00,7,Snow,251<br />
2014-10-20,2,0,-2,2,0,-2,100,96,93,1011,999,994,5,2,0,18,11,35,0.00,8,Fog-Rain-Snow,157<br />
2014-10-21,2,-1,-4,2,0,-6,100,97,86,1003,995,992,10,5,1,29,13,50,0.00,8,Fog-Rain-Snow,20<br />
2014-10-22,-4,-7,-8,-7,-9,-11,86,79,74,1018,1011,1003,10,9,5,29,21,35,0.00,7,Snow,327<br />
2014-10-23,-6,-10,-13,-9,-12,-15,86,77,58,1029,1025,1019,10,10,7,26,18,,0.00,6,Snow,317<br />
2014-10-24,-1,-4,-8,-6,-8,-11,93,79,51,1037,1034,1029,10,10,10,21,14,40,0.00,6,,328<br />
2014-10-25,-2,-7,-12,-10,-12,-14,92,71,51,1039,1037,1035,9,9,9,11,6,,0.00,3,,194<br />
2014-10-26,2,-2,-6,-9,-10,-12,80,60,41,1035,1033,1031,9,9,9,26,14,43,0.00,2,,206<br />
2014-10-27,7,2,-2,-3,-8,-12,57,46,37,1031,1028,1025,10,10,9,26,18,43,0.00,6,,221<br />
2014-10-28,9,7,4,3,-3,-8,71,54,42,1024,1023,1022,10,10,9,26,23,,0.00,6,,226<br />
2014-10-29,13,8,4,2,-3,-9,81,51,25,1024,1023,1022,9,9,8,21,18,35,0.00,6,Rain,227<br />
2014-10-30,9,3,-2,-4,-7,-9,69,51,36,1024,1022,1019,9,7,5,18,14,29,0.00,3,,214<br />
2014-10-31,5,1,-2,1,-2,-6,87,76,65,1020,1019,1017,10,8,5,21,11,,0.00,6,,275<br />
2014-11-1,2,0,-2,1,-2,-7,93,84,69,1022,1019,1018,10,10,6,26,11,40,0.00,6,Snow,323<br />
2014-11-2,0,-2,-4,-5,-7,-8,86,73,60,1026,1024,1022,10,10,9,18,14,,0.00,6,Snow,338<br />
2014-11-3,1,-1,-3,0,-3,-8,100,86,64,1023,1019,1016,10,8,4,14,11,32,0.00,8,Rain-Snow,189<br />
2014-11-4,4,1,-1,1,-1,-2,100,90,81,1017,1015,1015,5,4,3,18,13,35,0.00,4,,194<br />
2014-11-5,4,2,0,3,1,-1,100,93,87,1015,1013,1012,5,4,3,21,13,40,0.00,5,,209<br />
2014-11-6,5,4,4,4,3,3,100,93,87,1018,1017,1015,5,4,2,18,11,,0.00,8,,196<br />
2014-11-7,7,6,4,6,4,3,100,95,93,1018,1016,1013,4,3,2,18,13,32,0.00,8,Rain,198<br />
2014-11-8,8,7,6,7,6,3,100,90,81,1017,1012,1009,10,7,4,26,18,43,0.00,7,Rain,201<br />
2014-11-9,6,4,3,3,2,1,100,87,76,1025,1022,1017,10,9,5,26,14,,0.00,6,Rain,240<br />
2014-11-10,5,2,0,3,1,-1,100,92,81,1031,1030,1025,10,8,5,18,10,,0.00,6,Fog,92<br />
2014-11-11,5,4,3,5,3,2,100,94,87,1031,1029,1027,10,7,3,21,14,35,0.00,8,,163<br />
2014-11-12,6,4,4,3,2,1,87,82,76,1027,1025,1024,10,9,6,29,16,40,0.00,8,,198<br />
2014-11-13,5,4,4,3,3,2,93,87,81,1027,1026,1025,6,5,3,11,6,,0.00,8,Rain,207<br />
2014-11-14,4,1,-1,4,1,-2,100,91,87,1032,1030,1028,10,8,3,18,13,,0.00,7,,63<br />
2014-11-15,0,-1,-1,-2,-3,-6,93,85,69,1032,1031,1031,10,10,8,14,6,,0.00,6,,31<br />
2014-11-16,-1,-3,-5,-4,-8,-10,80,70,64,1035,1034,1032,10,10,10,26,14,35,0.00,7,Snow,87<br />
2014-11-17,-4,-6,-7,-8,-9,-10,86,76,64,1034,1034,1033,10,10,9,18,11,29,0.00,7,Snow,98<br />
2014-11-18,-1,-3,-6,-5,-7,-10,86,79,59,1036,1035,1034,10,9,6,14,10,,0.00,7,Snow,90<br />
2014-11-19,-2,-7,-11,-8,-10,-13,93,82,64,1036,1036,1035,9,6,3,6,3,26,0.00,2,,60<br />
2014-11-20,-3,-8,-13,-8,-11,-15,93,86,69,1037,1037,1036,5,3,2,11,5,,0.00,2,,250<br />
2014-11-21,0,-6,-12,-6,-9,-14,93,81,48,1036,1034,1032,6,3,2,11,3,,0.00,4,,234<br />
2014-11-22,1,-4,-8,-6,-8,-10,93,76,56,1032,1030,1029,9,7,5,14,10,,0.00,4,,234<br />
2014-11-23,0,-4,-9,-3,-7,-11,93,80,59,1035,1031,1029,10,8,3,11,6,,0.00,5,Snow,349<br />
2014-11-24,-1,-2,-3,-3,-4,-5,100,88,80,1039,1038,1035,10,6,5,14,11,,0.00,8,Snow,122<br />
2014-11-25,-2,-3,-5,-4,-5,-6,100,91,86,1038,1035,1033,10,8,5,18,13,35,0.00,8,,193<br />
2014-11-26,-5,-6,-7,-6,-7,-8,100,96,93,1033,1031,1030,7,5,0,21,13,,0.00,8,Fog-Snow,222<br />
2014-11-27,-6,-7,-9,-7,-8,-10,100,93,86,1033,1031,1030,4,3,1,11,5,,0.00,8,Fog-Snow,204<br />
2014-11-28,-7,-10,-12,-10,-11,-14,93,86,74,1036,1035,1033,9,7,3,18,13,,0.00,7,,78<br />
2014-11-29,-8,-11,-13,-10,-12,-14,93,90,79,1037,1035,1034,8,6,5,18,14,,0.00,6,,68<br />
2014-11-30,-8,-11,-14,-9,-12,-15,93,91,85,1034,1031,1028,8,6,3,11,6,,0.00,6,Snow,36<br />
2014-12-1,-5,-11,-16,-6,-10,-18,93,90,79,1027,1026,1025,10,6,3,18,10,,0.00,7,Snow,289<br />
2014-12-2,-6,-10,-13,-7,-11,-15,93,89,79,1029,1028,1026,10,9,5,21,13,,0.00,7,Snow,300<br />
2014-12-3,-4,-9,-14,-9,-11,-15,92,77,63,1029,1024,1021,10,10,8,29,19,,0.00,6,Snow,234<br />
2014-12-4,-4,-7,-8,-5,-8,-11,93,82,74,1022,1019,1016,10,8,5,35,26,43,0.00,7,Snow,249<br />
2014-12-5,0,-2,-4,-2,-3,-5,100,91,80,1029,1026,1019,10,9,2,21,18,,0.00,8,Snow,264<br />
2014-12-6,-4,-6,-6,-4,-6,-7,100,93,86,1029,1027,1023,10,7,4,18,14,35,0.00,8,Snow,192<br />
2014-12-7,-3,-4,-6,-5,-6,-7,100,90,80,1024,1023,1022,10,5,1,21,18,32,0.00,8,Snow,195<br />
2014-12-8,-3,-6,-7,-5,-7,-9,93,91,86,1023,1021,1020,10,6,3,18,11,35,0.00,8,Snow,174<br />
2014-12-9,-3,-4,-4,-4,-4,-5,100,94,86,1027,1023,1020,8,5,1,18,10,29,0.00,8,Fog-Snow,205<br />
2014-12-10,-2,-3,-4,-2,-4,-4,100,95,86,1027,1026,1023,6,2,1,14,8,,0.00,8,Snow,224<br />
2014-12-11,0,-1,-2,0,-1,-3,100,98,93,1022,1018,1014,3,2,1,14,8,26,0.00,8,Rain-Snow,131<br />
2014-12-12,0,-2,-3,-1,-3,-4,100,98,93,1014,1008,1005,9,2,1,21,11,,0.00,8,Snow,156<br />
2014-12-13,2,0,-1,0,-1,-2,100,92,81,1009,1006,1001,10,8,1,32,21,47,0.00,8,Snow,196<br />
2014-12-14,2,1,1,0,0,0,93,87,87,1018,1011,1006,10,10,9,29,23,43,0.00,6,,212<br />
2014-12-15,2,0,-2,-1,-2,-3,93,87,75,1023,1021,1018,10,10,8,18,13,,0.00,6,Snow,197<br />
2014-12-16,2,1,0,2,1,-1,100,97,93,1020,1017,1015,5,3,1,18,13,35,0.00,8,Fog-Rain-Snow,178<br />
2014-12-17,3,1,0,2,1,0,100,96,87,1016,1010,1002,10,6,2,26,18,43,0.00,8,Rain,165<br />
2014-12-18,1,0,0,1,0,-1,100,94,87,1008,1004,999,10,8,1,26,19,43,0.00,7,Rain-Snow,210<br />
2014-12-19,1,0,0,1,-1,-2,100,94,87,1008,1004,996,10,7,1,21,16,40,0.00,8,Rain-Snow,179<br />
2014-12-20,5,3,1,4,2,0,100,95,87,996,995,993,10,9,5,26,19,,0.00,7,Rain,213<br />
2014-12-21,2,1,1,1,0,-2,100,91,81,998,996,996,10,9,4,29,19,47,0.00,7,Rain-Snow,208<br />
2014-12-22,1,-1,-3,-1,-4,-6,93,83,75,998,997,996,10,9,1,32,23,43,0.00,7,Snow,224<br />
2014-12-23,1,-1,-3,0,-2,-6,100,92,74,995,986,982,10,7,1,32,16,47,0.00,7,Snow,196<br />
2014-12-24,-3,-6,-7,-4,-8,-10,93,83,80,1002,993,985,10,7,1,35,26,50,0.00,7,Snow,287<br />
2014-12-25,-8,-10,-11,-9,-10,-13,93,88,79,1002,994,987,10,5,0,32,16,40,0.00,8,Snow,39<br />
2014-12-26,-10,-12,-13,-11,-14,-15,93,85,79,1016,1011,1001,10,10,7,26,18,,0.00,7,Snow,270<br />
2014-12-27,-7,-9,-13,-8,-9,-14,93,91,80,1020,1018,1015,10,10,8,26,19,43,0.00,7,,224<br />
2014-12-28,-10,-12,-15,-11,-13,-16,93,92,85,1020,1016,1012,10,7,0,18,8,,0.00,7,Fog-Snow,36<br />
2014-12-29,-12,-14,-17,-13,-17,-19,92,87,78,1018,1015,1012,10,10,9,18,13,,0.00,7,Snow,306<br />
2014-12-30,-15,-17,-18,-17,-18,-20,92,86,85,1022,1020,1018,10,10,9,21,14,40,0.00,4,,320<br />
2014-12-31,-7,-14,-22,-8,-16,-24,93,87,78,1023,1016,1009,10,6,2,32,16,35,0.00,7,Snow,221<br />
