Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1090,,6875,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,17974,,35034,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2586,,41897,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,899,"Areas, nes",,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,8184,,6950,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,19068117,,15046042,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,61704890,,25981446,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,5381,,3710,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,783504,,867549,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,628070,,914668,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,92,Br. Virgin Isds,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,18900,,28866,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,124,Canada,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2060,,21197,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,156,China,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,585464,,818860,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,11498,,27406,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,28,,140,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,208,Denmark,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2050993,,2448024,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,14,,6,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,231,Ethiopia,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,15,,2188,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,238,Falkland Isds (Malvinas),,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,11692,,11229,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,61053,,70265,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,867988,,1112694,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,661821,,951753,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1106765,,620175,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,239603,,629047,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,292,Gibraltar,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,7740,,18238,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,51,,114,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,328,Guyana,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,18000,,70132,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,195865,,440723,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,910,,1145,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,27,,103,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,12927678,,8473984,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,58620240,,21032317,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,4091,,7582,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,3637,,7578,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,392,Japan,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2134,,21261,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,410,Rep. of Korea,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,74,,1375,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,414,Kuwait,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,135,,1260,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,6792,,10977,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,440,Lithuania,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,117,,559,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,470,Malta,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,35773,,24218,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,490,"Other Asia, nes",,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,180,,2743,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,512,Oman,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,384,,2214,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,373891,,591236,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,340905,,526701,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,803149,,610316,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,8,,9,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,620,Portugal,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,10965,,12410,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2305,,2952,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,634,Qatar,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,456,,2527,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,642,Romania,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,104773,,181144,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,682,Saudi Arabia,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,150,,2808,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,702,Singapore,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,340,,1531,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,710,South Africa,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,14455,,8691,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,7175,,25904,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,196034,,204242,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,752,Sweden,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,18378,,77072,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2601,,4826,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1065,,5831,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,30619,,88129,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2318,,32797,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,899,"Areas, nes",,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,4743,,4061,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,19063621,,14095122,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,67372181,,29441121,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,36,Australia,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,10500,,31313,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,563068,,657801,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,894996,,1532294,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,124,Canada,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1520,,17037,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,156,China,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,651692,,636365,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,240,,268,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,17,,124,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,208,Denmark,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1973804,,2459139,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,14,,80,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,226,Equatorial Guinea,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2031,,1756,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,238,Falkland Isds (Malvinas),,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,15445,,20098,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,112334,,132548,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,849195,,1114649,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,933032,,1232368,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1170058,,645384,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,548467,,921940,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,292,Gibraltar,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,589,,1382,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2893,,4726,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,324,Guinea,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1635,,542,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,178668,,470994,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,240,,288,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,147,,1835,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,13068286,,7250526,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,62450349,,22778436,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,3068,,7283,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,251,,2194,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,392,Japan,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,11,,1241,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,410,Rep. of Korea,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2151,,8631,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,434,Libya,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1337255,,1088219,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,7058,,11781,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,458,Malaysia,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,200,,2391,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,470,Malta,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,893,,5450,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,509105,,955292,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,43096,,116599,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,700373,,617895,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1091,,839,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,620,Portugal,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,56717,,51475,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,2370,,3264,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,634,Qatar,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,540,,1271,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,642,Romania,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,145150,,247175,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,654,Saint Helena,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1479,,2301,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,682,Saudi Arabia,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,473,,2444,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,702,Singapore,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,3758,,18795,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,710,South Africa,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,8160,,10950,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,125096,,136750,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,752,Sweden,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,16724,,72073,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,57,,3324,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,780,Trinidad and Tobago,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,3840,,9626,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,775,,4361,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,25985,,115846,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,9178,,125465,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,899,"Areas, nes",,,,,,,,,0401,"Milk and cream, neither concentrated nor sweetened",0,,,,,,1728,,1418,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,8260398,,19770570,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,10929548,,26195706,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,12,Algeria,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,550000,,1664085,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,28,Antigua and Barbuda,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,3000,,8325,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,24741,,47909,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,52,Barbados,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,5625,,13198,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,649468,,2246219,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,48882,,142610,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,120,Cameroon,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,25000,,82550,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,144,Sri Lanka,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,8420,,23160,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,156,China,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,96126,,1013141,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,178,Congo,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,125000,,484384,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,180,Dem.Rep. of the Congo,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,175000,,330837,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,191,Croatia,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,3,,5,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,2736,,6625,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,22085,,143502,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,410,,1698,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,204,Benin,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,50000,,167647,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,208,Denmark,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,29003,,94185,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,49243,,107883,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,212,Dominica,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,100000,,288501,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,73,,338,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1575451,,4615026,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,213722,,178262,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,266,Gabon,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,156500,,499915,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,2473026,,4557737,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,1018449,,2588380,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,288,Ghana,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,25000,,94039,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,49,,200,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,324,Guinea,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,418000,,1623121,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,328,Guyana,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,32000,,97423,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,296434,,1110086,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,358,,895,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,253,,2119,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,360,Indonesia,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,25000,,68683,,,0
HS,2015,201501,January 2015,4,0,2,Exports,826,United Kingdom,,368,Iraq,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,4583,,7569,,,0
HS,2015,201501,January 2015,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0402,"Milk and cream, concentrated or sweetened",0,,,,,,980126,,2415060,,,0
